zone_risk_score,earnings_baseline,trust_score,past_claims_count,claim_approval_rate,weeks_active,forecast_rain_mm,forecast_aqi,tier_basic,tier_standard,tier_premium,city_bangalore,city_mumbai,city_delhi,city_chennai,city_hyderabad,month,recommended_weekly_premium
24,1081.46,52,4,0.678,41,22.95,347,0,1,0,1,0,0,0,0,11,191
24,2199.63,80,8,0.835,17,6.45,185,1,0,0,0,1,0,0,0,7,128
88,1677.46,70,10,0.885,23,9.26,82,0,0,1,0,1,0,0,0,7,304
72,1814.63,82,5,1.0,25,10.7,336,0,1,0,0,1,0,0,0,5,180
48,1012.51,50,6,1.0,6,10.66,96,0,1,0,1,0,0,0,0,6,188
22,1360.32,55,6,0.539,37,7.51,270,0,1,0,1,0,0,0,0,9,191
90,1265.87,53,1,0.787,26,3.75,268,0,0,1,1,0,0,0,0,3,274
41,894.95,71,13,0.622,21,22.03,267,0,0,1,0,0,1,0,0,10,295
18,2148.28,62,4,0.654,35,8.25,281,0,0,1,1,0,0,0,0,11,281
49,1706.38,93,1,0.938,6,23.78,292,0,1,0,1,0,0,0,0,12,170
29,478.61,79,3,0.871,22,17.63,308,1,0,0,0,1,0,0,0,7,129
94,2121.83,89,11,1.0,17,10.49,151,0,0,1,0,0,0,0,1,8,297
91,622.68,75,2,0.639,11,12.4,124,0,0,1,0,0,0,1,0,11,291
86,1247.76,88,11,0.846,4,24.22,91,0,1,0,0,0,0,1,0,3,192
89,1599.64,88,12,0.769,44,9.98,123,0,1,0,1,0,0,0,0,11,182
82,416.07,56,10,1.0,10,6.32,298,1,0,0,0,1,0,0,0,5,129
72,1771.11,63,5,0.715,17,5.84,259,0,0,1,0,0,1,0,0,9,298
85,1785.38,75,10,0.882,38,39.06,177,0,1,0,1,0,0,0,0,11,199
53,1770.31,67,14,0.641,18,13.93,103,1,0,0,0,0,1,0,0,3,129
47,743.28,73,4,1.0,19,11.13,185,1,0,0,1,0,0,0,0,11,118
92,937.04,74,0,1.0,22,1.01,159,0,1,0,1,0,0,0,0,3,163
69,919.49,99,14,0.745,15,8.87,74,0,1,0,1,0,0,0,0,3,177
80,2416.14,81,1,0.727,44,2.09,120,0,1,0,0,0,1,0,0,10,162
57,541.81,55,12,0.89,19,4.94,74,1,0,0,0,1,0,0,0,5,129
27,1300.4,65,6,0.727,25,8.15,347,1,0,0,0,1,0,0,0,3,125
25,2229.63,52,8,1.0,37,0.08,297,0,1,0,0,0,1,0,0,10,170
64,2015.88,70,0,0.918,18,19.83,189,1,0,0,0,0,0,1,0,12,127
48,2127.13,81,3,1.0,12,5.77,284,0,1,0,1,0,0,0,0,12,169
77,2441.82,51,13,0.688,32,9.75,174,1,0,0,0,0,0,0,1,10,129
68,1213.25,96,14,0.644,26,2.26,341,0,1,0,0,0,0,1,0,6,199
71,1050.28,69,14,0.905,26,12.08,133,1,0,0,0,1,0,0,0,12,129
22,464.38,60,10,1.0,47,3.71,306,0,0,1,1,0,0,0,0,5,270
90,715.04,67,2,0.71,42,7.26,190,1,0,0,0,0,0,0,1,7,129
15,1580.23,60,11,0.919,28,3.9,84,0,0,1,0,0,1,0,0,4,266
92,731.09,84,11,0.751,25,10.34,280,0,1,0,1,0,0,0,0,3,196
86,1946.24,85,10,1.0,30,19.0,109,0,1,0,0,1,0,0,0,8,199
69,478.19,87,12,0.717,51,10.25,32,1,0,0,0,0,1,0,0,1,121
23,944.92,61,4,0.891,41,1.96,116,0,0,1,0,0,1,0,0,2,253
63,1860.45,80,4,1.0,38,2.87,175,0,1,0,0,0,0,1,0,9,173
13,936.56,85,12,0.648,14,7.4,39,0,1,0,0,0,0,1,0,6,190
48,1930.4,79,11,0.94,1,3.16,61,1,0,0,0,0,0,1,0,7,129
81,2491.31,93,9,0.796,33,2.17,265,0,0,1,0,1,0,0,0,2,270
34,2073.88,53,9,0.977,11,0.48,317,0,1,0,0,0,1,0,0,10,183
86,1117.85,51,10,0.905,35,1.1,324,0,0,1,0,1,0,0,0,2,296
41,2291.24,93,1,0.787,21,8.32,268,1,0,0,1,0,0,0,0,6,117
68,507.48,62,4,0.836,22,2.16,38,0,1,0,1,0,0,0,0,8,180
72,1922.51,75,3,0.574,5,6.9,297,0,0,1,0,0,0,1,0,5,293
47,448.98,78,12,0.981,40,10.27,35,0,1,0,0,0,1,0,0,2,179
62,766.57,97,0,1.0,18,2.88,87,0,0,1,1,0,0,0,0,11,249
76,2473.93,85,11,0.768,37,29.86,135,0,1,0,0,1,0,0,0,12,193
37,1157.86,77,0,0.844,44,2.97,165,0,0,1,1,0,0,0,0,8,261
12,2123.05,57,0,1.0,29,1.77,215,1,0,0,0,1,0,0,0,6,114
89,1189.78,54,7,0.581,18,6.1,230,0,0,1,1,0,0,0,0,11,308
31,2164.06,81,14,0.926,12,5.84,280,0,1,0,0,0,0,0,1,6,187
47,2427.42,79,2,1.0,21,19.55,161,0,0,1,0,1,0,0,0,10,264
81,1314.63,63,8,0.756,40,0.49,306,1,0,0,0,1,0,0,0,4,129
81,1574.63,96,14,0.769,30,3.18,37,0,0,1,0,0,0,1,0,1,268
71,1720.14,92,9,1.0,41,21.13,85,0,1,0,0,0,1,0,0,9,186
66,2363.15,59,1,0.686,15,14.22,320,0,1,0,0,1,0,0,0,3,193
15,939.16,59,8,0.979,35,0.04,178,0,1,0,0,0,1,0,0,8,172
87,1683.62,55,10,0.906,47,7.51,55,0,0,1,1,0,0,0,0,7,297
41,1081.91,65,8,1.0,28,2.81,79,0,0,1,0,0,1,0,0,2,269
19,855.56,75,14,0.831,4,44.46,291,1,0,0,1,0,0,0,0,7,129
12,578.33,70,3,1.0,28,41.08,162,1,0,0,0,0,1,0,0,7,127
68,1703.49,85,3,0.792,30,26.22,341,0,1,0,0,1,0,0,0,5,177
85,2252.38,90,3,0.629,48,0.1,220,0,0,1,1,0,0,0,0,11,279
58,1137.93,91,11,0.619,51,23.53,148,0,1,0,0,0,1,0,0,3,190
68,1560.6,79,0,0.686,50,3.96,50,1,0,0,1,0,0,0,0,3,125
40,1748.48,54,4,0.951,27,10.27,82,0,1,0,0,0,0,0,1,4,166
78,1270.77,59,12,0.737,16,5.96,210,0,1,0,0,0,1,0,0,8,199
71,2297.03,97,5,0.847,32,4.38,237,0,0,1,0,1,0,0,0,8,275
61,1161.79,80,3,0.864,12,3.38,62,0,0,1,1,0,0,0,0,7,277
50,662.52,60,7,0.734,44,5.58,133,1,0,0,0,0,0,0,1,6,129
40,702.44,87,14,0.873,36,3.52,249,1,0,0,0,1,0,0,0,3,119
94,2270.8,56,14,0.991,15,26.04,203,0,1,0,0,1,0,0,0,10,199
93,2474.82,61,13,0.855,19,5.75,84,0,1,0,0,1,0,0,0,12,196
31,1006.77,94,13,0.988,18,28.94,79,1,0,0,0,1,0,0,0,9,129
13,701.57,98,2,0.793,26,4.64,72,0,1,0,0,1,0,0,0,9,149
22,1412.65,90,10,0.89,11,3.01,177,1,0,0,0,0,1,0,0,1,114
54,1890.01,57,8,0.865,30,16.56,179,0,1,0,0,1,0,0,0,6,199
51,1686.05,77,12,1.0,28,7.35,278,0,1,0,0,1,0,0,0,7,193
58,2397.33,65,6,0.914,23,1.78,210,0,0,1,0,1,0,0,0,10,281
29,2117.33,52,7,0.754,15,26.31,240,1,0,0,0,1,0,0,0,2,129
86,2224.84,86,6,0.923,48,32.73,330,0,0,1,1,0,0,0,0,12,285
90,1537.5,81,8,0.707,11,11.65,290,1,0,0,0,1,0,0,0,9,129
63,1087.28,70,1,0.911,43,35.7,33,1,0,0,0,1,0,0,0,8,129
45,1873.65,94,14,0.845,21,11.21,172,0,1,0,0,0,0,0,1,4,171
10,1322.01,67,14,0.872,45,9.76,282,0,1,0,0,0,1,0,0,9,185
24,1004.28,97,3,0.844,39,17.48,126,0,1,0,0,1,0,0,0,9,158
86,719.77,95,1,0.759,31,0.7,258,0,1,0,0,0,0,1,0,1,159
26,1508.54,60,7,0.74,15,5.85,273,0,0,1,0,0,0,1,0,1,279
33,1647.93,99,1,1.0,17,5.63,125,0,0,1,0,1,0,0,0,4,249
67,1594.45,57,7,1.0,25,9.7,106,0,0,1,0,0,0,0,1,7,296
81,644.75,61,5,0.891,24,4.26,110,0,0,1,0,1,0,0,0,10,279
32,1596.97,51,6,0.855,45,6.04,98,1,0,0,0,0,0,0,1,9,123
55,753.67,90,10,0.666,36,18.94,202,0,1,0,0,1,0,0,0,11,192
81,1793.8,71,14,0.586,33,29.55,101,0,1,0,0,0,0,0,1,5,199
17,1301.71,58,12,0.609,44,6.62,332,0,1,0,1,0,0,0,0,2,193
68,2182.46,63,5,0.93,4,12.22,119,0,0,1,0,1,0,0,0,7,296
68,2034.36,64,13,0.584,1,7.93,297,0,0,1,0,1,0,0,0,2,315
22,1921.2,60,11,0.949,38,20.22,68,0,1,0,0,0,0,0,1,4,172
48,1871.55,62,8,0.685,11,3.03,152,0,1,0,1,0,0,0,0,5,199
37,1577.02,77,3,0.874,21,19.91,79,0,1,0,0,1,0,0,0,8,171
70,528.34,74,0,0.789,25,7.24,64,0,1,0,0,1,0,0,0,4,165
25,1776.53,86,8,0.691,50,6.09,346,0,1,0,1,0,0,0,0,2,174
11,1380.54,55,12,0.642,28,30.37,202,0,1,0,1,0,0,0,0,9,199
91,1386.06,86,9,0.592,50,3.64,323,1,0,0,0,0,1,0,0,6,129
26,1195.95,82,7,0.688,6,0.86,298,1,0,0,0,0,1,0,0,1,129
39,2351.05,74,0,1.0,46,11.14,131,0,0,1,1,0,0,0,0,4,256
22,923.85,99,12,1.0,6,3.05,323,0,1,0,1,0,0,0,0,2,169
91,1064.85,72,9,0.877,22,10.27,263,0,0,1,1,0,0,0,0,10,293
22,2422.39,57,5,0.795,15,0.58,125,1,0,0,1,0,0,0,0,7,129
52,2101.32,66,13,0.762,33,8.26,241,0,1,0,0,1,0,0,0,10,184
94,429.58,80,9,0.866,17,2.71,106,0,1,0,0,1,0,0,0,11,186
30,2302.83,75,11,0.764,12,0.78,119,0,1,0,0,0,0,0,1,1,169
64,875.96,60,11,0.763,31,0.57,333,0,0,1,0,1,0,0,0,12,286
90,1882.46,79,14,0.923,35,31.6,110,1,0,0,0,1,0,0,0,12,129
49,1561.45,60,3,0.699,34,3.08,123,0,1,0,0,0,0,0,1,9,194
92,1527.3,52,14,0.478,32,8.72,289,0,0,1,1,0,0,0,0,8,325
24,1907.63,89,14,0.762,23,6.63,165,0,1,0,1,0,0,0,0,4,164
82,835.08,89,10,1.0,38,4.51,102,0,0,1,0,0,0,1,0,12,271
61,733.95,70,1,0.606,5,7.82,115,0,1,0,1,0,0,0,0,12,193
83,1769.02,84,2,0.664,40,8.2,48,1,0,0,0,1,0,0,0,12,129
62,1010.22,77,11,0.755,2,18.16,221,0,1,0,0,1,0,0,0,6,199
61,2445.3,71,12,0.61,31,4.88,161,0,1,0,0,0,0,1,0,8,199
39,1348.17,91,11,1.0,12,4.35,221,0,1,0,0,0,0,0,1,4,174
42,634.35,95,8,0.865,39,11.37,153,0,1,0,0,1,0,0,0,2,159
66,1840.21,67,4,0.583,46,4.65,228,0,1,0,0,0,1,0,0,3,193
61,1042.93,72,6,0.831,42,7.15,288,0,1,0,0,1,0,0,0,6,183
18,712.03,75,14,0.844,20,1.9,229,0,1,0,1,0,0,0,0,6,177
63,1287.93,84,12,0.814,14,3.34,145,1,0,0,0,0,0,0,1,2,129
10,2424.87,78,14,0.825,11,2.25,50,0,1,0,1,0,0,0,0,2,165
53,1264.0,95,1,0.831,31,18.37,242,0,1,0,0,1,0,0,0,10,161
84,1129.4,60,7,0.896,51,16.0,213,0,1,0,0,1,0,0,0,10,197
89,1333.47,91,2,0.906,33,4.98,125,0,1,0,1,0,0,0,0,4,160
18,425.44,95,0,0.625,26,5.8,115,0,1,0,0,0,1,0,0,5,151
41,679.51,50,12,0.859,2,5.29,136,0,1,0,0,0,1,0,0,7,198
24,2184.32,65,7,0.877,31,2.14,223,0,0,1,1,0,0,0,0,12,275
21,2453.87,74,10,0.758,35,15.29,102,0,1,0,0,1,0,0,0,6,176
87,731.68,87,10,1.0,27,17.66,236,0,0,1,0,0,0,1,0,4,287
66,1524.59,67,8,0.838,5,9.41,329,0,1,0,0,1,0,0,0,5,195
17,2429.3,65,7,0.926,11,13.55,169,0,1,0,1,0,0,0,0,10,177
81,728.82,68,0,0.783,51,10.57,71,1,0,0,1,0,0,0,0,8,127
36,791.25,65,11,0.804,39,1.08,145,0,0,1,0,1,0,0,0,12,274
71,2346.31,54,6,0.901,28,8.01,59,0,0,1,0,0,0,1,0,10,277
21,1881.94,76,6,0.642,16,4.26,184,0,0,1,1,0,0,0,0,2,276
74,719.13,93,3,0.962,40,2.49,343,1,0,0,1,0,0,0,0,6,124
51,1226.33,55,12,0.665,26,10.93,106,0,0,1,1,0,0,0,0,12,297
71,518.17,83,12,0.982,24,21.97,212,0,1,0,1,0,0,0,0,12,193
20,1308.61,65,12,0.81,4,88.24,341,0,0,1,0,0,0,1,0,12,303
52,2033.59,72,11,1.0,12,8.61,180,0,1,0,0,1,0,0,0,1,185
26,1563.34,92,7,0.997,18,11.16,312,0,0,1,0,0,0,1,0,6,271
41,1759.63,93,4,0.998,14,10.54,243,0,1,0,0,0,1,0,0,10,166
94,1086.32,81,12,0.872,17,11.88,277,0,1,0,0,0,1,0,0,2,199
94,738.93,92,11,1.0,44,2.83,210,0,0,1,1,0,0,0,0,11,279
49,427.55,72,3,0.964,41,1.74,198,0,1,0,1,0,0,0,0,10,160
32,2124.76,69,12,0.559,16,5.23,124,0,1,0,0,1,0,0,0,8,199
65,1736.97,68,4,0.719,42,6.27,135,1,0,0,0,0,1,0,0,1,123
15,881.57,78,10,0.71,20,14.41,197,1,0,0,1,0,0,0,0,2,120
59,1278.71,57,1,0.733,43,9.75,271,0,0,1,1,0,0,0,0,7,278
46,2083.03,78,3,0.811,28,8.04,347,0,1,0,0,0,1,0,0,10,166
73,1531.27,67,9,0.927,41,6.9,45,0,1,0,1,0,0,0,0,8,195
63,1030.34,54,7,1.0,1,2.52,292,0,0,1,0,1,0,0,0,3,294
81,961.09,61,6,0.941,16,4.66,334,1,0,0,1,0,0,0,0,10,129
58,856.99,59,11,1.0,4,1.16,218,0,1,0,1,0,0,0,0,9,199
20,2129.83,96,7,0.692,32,0.68,235,0,0,1,0,0,0,1,0,12,268
58,1621.91,86,13,0.774,29,0.13,232,1,0,0,0,0,1,0,0,4,118
30,1889.23,66,6,0.811,8,0.92,70,1,0,0,1,0,0,0,0,8,129
75,2206.25,81,6,0.75,2,9.04,33,0,0,1,1,0,0,0,0,10,278
72,2472.41,53,10,0.682,46,35.59,322,0,1,0,0,1,0,0,0,6,199
92,923.92,80,6,0.909,24,0.29,328,0,0,1,1,0,0,0,0,12,282
37,779.9,75,1,0.745,41,15.29,67,1,0,0,0,1,0,0,0,5,97
26,1370.2,61,2,0.971,46,10.95,153,1,0,0,0,0,1,0,0,9,121
15,473.65,67,0,0.667,14,19.57,53,0,1,0,1,0,0,0,0,2,174
28,2062.61,57,14,0.98,44,29.07,131,0,1,0,0,0,0,0,1,12,180
65,2255.9,81,1,0.882,43,16.77,78,1,0,0,0,0,0,0,1,12,114
37,1840.68,69,9,0.882,1,15.98,125,1,0,0,1,0,0,0,0,9,129
75,962.79,98,5,0.887,33,0.9,205,0,0,1,0,1,0,0,0,5,265
47,658.63,89,1,0.838,11,4.45,132,0,1,0,0,1,0,0,0,7,165
46,1202.5,62,0,0.84,20,9.59,129,0,1,0,1,0,0,0,0,7,176
77,2150.0,72,14,0.809,15,0.17,204,0,1,0,1,0,0,0,0,2,187
58,1130.44,52,7,0.895,28,6.44,50,0,1,0,1,0,0,0,0,8,186
52,471.93,84,8,0.933,21,0.08,237,0,0,1,0,1,0,0,0,9,281
45,975.99,88,6,0.782,23,13.53,151,0,1,0,1,0,0,0,0,10,166
67,2478.89,99,2,1.0,9,3.09,166,0,1,0,0,0,1,0,0,9,171
22,1821.0,70,0,0.795,20,14.06,124,0,1,0,0,0,0,0,1,9,169
61,2291.8,56,3,0.745,17,6.54,313,0,1,0,0,0,1,0,0,7,188
67,2027.22,75,12,0.827,42,1.14,290,0,1,0,1,0,0,0,0,4,180
41,1533.38,72,9,0.735,15,25.17,259,0,0,1,1,0,0,0,0,5,285
90,712.25,81,14,0.92,44,11.97,67,1,0,0,0,0,1,0,0,9,129
69,1132.15,51,10,0.829,5,12.89,313,1,0,0,0,0,1,0,0,9,129
92,1625.85,88,2,0.96,46,2.62,190,0,1,0,0,0,1,0,0,2,162
67,2228.33,51,14,0.841,42,1.34,333,1,0,0,1,0,0,0,0,10,129
65,964.22,88,10,0.836,33,30.9,221,1,0,0,0,1,0,0,0,5,129
37,654.58,95,2,0.789,30,4.25,292,1,0,0,1,0,0,0,0,7,108
10,1573.55,64,1,0.974,16,2.67,120,0,0,1,0,1,0,0,0,6,260
51,770.65,65,10,0.814,36,21.07,165,0,0,1,0,1,0,0,0,6,301
91,1681.76,75,9,0.89,37,6.22,293,1,0,0,1,0,0,0,0,12,129
57,953.4,57,2,1.0,41,10.62,288,0,1,0,0,0,1,0,0,12,171
49,885.02,65,10,0.837,49,3.1,33,0,1,0,1,0,0,0,0,1,178
72,1238.28,70,4,0.835,38,34.78,177,1,0,0,0,0,0,0,1,2,129
85,1645.7,88,14,0.815,24,6.42,161,0,1,0,0,0,1,0,0,7,192
81,1545.17,60,3,0.879,25,5.52,50,0,1,0,0,0,0,0,1,4,178
89,913.94,73,0,0.971,27,0.67,80,1,0,0,0,0,0,1,0,11,104
13,2271.35,85,0,0.967,5,12.31,112,1,0,0,0,1,0,0,0,8,116
47,630.75,67,0,0.924,50,7.79,302,1,0,0,0,0,1,0,0,2,115
36,482.88,72,11,1.0,49,33.88,61,0,1,0,0,1,0,0,0,8,184
18,1665.68,62,9,0.862,21,1.37,58,0,1,0,0,1,0,0,0,9,177
25,659.16,98,8,1.0,43,4.96,207,0,1,0,1,0,0,0,0,10,153
65,1460.27,93,8,1.0,35,2.93,231,0,1,0,1,0,0,0,0,10,171
85,2398.72,99,8,0.752,6,11.02,198,1,0,0,1,0,0,0,0,1,129
40,1867.02,91,14,0.968,9,0.74,322,1,0,0,0,0,1,0,0,12,116
23,1696.66,88,9,0.572,45,49.08,331,1,0,0,0,0,1,0,0,11,129
34,1607.09,93,3,1.0,27,12.53,39,0,0,1,1,0,0,0,0,6,255
43,777.03,93,3,0.839,1,4.8,257,0,0,1,1,0,0,0,0,4,259
76,1308.56,94,13,0.733,30,4.59,180,0,1,0,0,1,0,0,0,6,186
33,1119.3,50,13,0.588,15,6.55,33,0,1,0,1,0,0,0,0,8,199
82,2401.46,56,9,0.83,32,11.97,215,0,1,0,0,0,1,0,0,8,199
35,908.87,97,6,1.0,20,8.95,213,0,1,0,0,0,1,0,0,8,174
29,1390.18,97,12,0.886,4,6.62,156,0,1,0,1,0,0,0,0,11,173
73,2369.97,70,2,0.791,34,2.17,334,1,0,0,0,0,1,0,0,3,121
19,2057.28,65,9,0.822,48,1.91,311,0,0,1,1,0,0,0,0,4,268
92,2425.48,97,2,1.0,38,24.74,137,0,1,0,1,0,0,0,0,12,172
76,1677.49,63,3,0.955,20,8.02,328,0,1,0,0,0,1,0,0,5,182
33,1100.95,92,10,0.844,47,8.67,75,0,0,1,1,0,0,0,0,6,270
14,2135.96,92,5,0.99,51,5.67,166,0,1,0,1,0,0,0,0,2,149
76,1012.06,51,0,0.969,28,12.31,114,0,0,1,0,0,0,1,0,9,285
67,746.02,80,10,0.717,39,16.17,162,0,0,1,1,0,0,0,0,12,288
36,1883.21,88,13,0.798,25,5.3,177,0,1,0,0,1,0,0,0,1,167
89,1741.81,58,2,1.0,11,0.54,198,0,1,0,0,0,0,1,0,12,176
24,2245.79,90,11,0.951,50,2.91,348,0,1,0,1,0,0,0,0,8,170
44,2420.04,63,14,1.0,8,17.24,246,1,0,0,0,0,0,1,0,3,129
85,2200.11,59,14,0.94,34,8.21,339,1,0,0,1,0,0,0,0,5,129
62,526.05,97,4,0.744,27,21.31,73,0,1,0,0,1,0,0,0,11,160
53,1795.48,73,10,0.847,44,4.81,282,0,1,0,0,1,0,0,0,12,176
35,2047.94,99,14,0.968,22,3.78,183,0,1,0,0,0,0,0,1,6,177
56,2462.05,82,3,0.849,8,0.01,235,1,0,0,0,0,0,0,1,10,123
43,1186.79,83,7,0.859,33,1.99,339,0,0,1,0,0,0,1,0,7,278
59,756.75,69,8,1.0,39,4.08,109,0,0,1,0,0,1,0,0,5,281
93,2191.16,77,7,0.814,9,0.83,319,0,1,0,1,0,0,0,0,5,191
21,1066.68,53,10,0.898,22,9.28,34,0,1,0,0,0,0,1,0,6,185
13,1656.22,83,10,0.889,9,45.77,144,0,1,0,1,0,0,0,0,12,186
57,1218.78,53,8,0.987,31,0.6,135,1,0,0,1,0,0,0,0,1,128
64,1244.89,55,13,0.889,34,4.97,246,0,1,0,1,0,0,0,0,5,191
10,1938.18,71,14,0.869,4,5.11,57,0,0,1,0,0,1,0,0,12,263
75,1159.1,53,13,1.0,46,0.72,174,0,1,0,0,1,0,0,0,6,199
39,1855.46,99,13,0.835,14,2.05,307,0,0,1,0,0,0,0,1,5,269
12,430.09,54,7,0.96,8,6.03,75,0,1,0,1,0,0,0,0,4,163
30,1081.76,60,9,0.657,41,31.14,203,0,0,1,0,0,1,0,0,3,307
93,1069.99,94,12,0.85,35,8.44,87,0,1,0,1,0,0,0,0,8,190
58,1972.55,84,0,0.836,22,1.05,324,0,1,0,0,0,1,0,0,8,169
94,1060.57,68,6,0.839,51,13.55,171,0,1,0,0,1,0,0,0,7,199
71,1729.99,60,13,0.592,6,19.47,317,0,0,1,0,0,0,1,0,12,323
47,1845.9,60,8,0.797,33,16.51,273,0,0,1,0,0,1,0,0,3,286
24,1782.69,76,0,0.72,18,17.06,152,0,0,1,0,0,1,0,0,3,254
61,1666.92,51,9,1.0,8,16.7,238,1,0,0,0,0,0,1,0,9,129
88,1268.6,96,0,0.72,7,2.52,280,0,0,1,1,0,0,0,0,3,266
55,1183.94,57,9,0.944,32,9.02,331,0,0,1,0,0,0,0,1,12,292
34,1585.63,83,12,0.951,7,1.77,133,0,0,1,1,0,0,0,0,1,271
30,533.78,89,1,0.761,10,3.98,159,0,1,0,1,0,0,0,0,7,160
14,2239.22,69,12,0.722,36,5.4,92,0,1,0,0,0,0,1,0,1,164
79,2133.16,72,4,0.808,50,5.66,134,1,0,0,0,1,0,0,0,9,129
56,1127.41,64,12,0.79,51,5.76,74,0,1,0,1,0,0,0,0,7,188
77,1590.32,97,11,0.703,31,15.3,160,0,1,0,1,0,0,0,0,3,176
27,2357.68,62,7,0.806,31,9.68,68,0,1,0,1,0,0,0,0,12,164
30,970.44,80,12,0.897,10,10.27,306,1,0,0,0,1,0,0,0,5,128
32,1959.16,98,7,0.671,20,14.64,232,0,1,0,1,0,0,0,0,7,190
73,573.74,95,9,0.821,51,2.32,311,0,0,1,1,0,0,0,0,1,275
76,1499.08,63,3,0.771,35,6.24,330,1,0,0,0,0,0,1,0,10,129
49,2256.34,50,6,0.864,29,19.32,269,1,0,0,0,1,0,0,0,7,129
19,1558.59,76,6,1.0,30,12.23,44,0,1,0,1,0,0,0,0,6,164
61,1694.13,82,8,0.623,49,21.21,133,0,0,1,1,0,0,0,0,4,294
81,2306.04,84,14,0.834,31,6.04,74,1,0,0,0,0,1,0,0,1,129
84,1902.26,64,8,0.892,33,14.52,143,0,0,1,0,0,0,1,0,10,290
70,1861.33,54,2,0.774,40,3.09,236,1,0,0,0,1,0,0,0,7,129
73,1631.41,86,12,0.905,49,20.23,319,0,0,1,0,0,0,1,0,4,284
14,1729.28,53,14,0.631,4,3.52,162,0,0,1,0,0,0,1,0,6,306
62,2087.78,95,10,0.797,34,4.16,160,0,1,0,0,1,0,0,0,2,174
64,2456.39,69,7,0.45,17,12.65,112,0,1,0,0,0,0,0,1,2,199
46,2070.18,88,4,0.814,34,13.77,340,0,0,1,1,0,0,0,0,11,258
65,1885.83,71,14,0.665,32,0.54,90,1,0,0,0,0,1,0,0,11,129
68,684.64,73,4,0.897,33,1.63,290,0,1,0,0,1,0,0,0,7,182
78,2115.87,96,7,1.0,37,2.87,131,1,0,0,1,0,0,0,0,1,118
82,1945.59,60,14,0.891,31,89.18,240,1,0,0,0,0,0,0,1,7,129
68,2017.91,95,5,0.839,26,17.28,101,0,0,1,0,0,1,0,0,11,270
11,885.3,55,9,0.772,31,12.55,229,0,1,0,0,1,0,0,0,2,175
74,2297.23,76,9,0.808,31,33.09,280,0,1,0,0,0,1,0,0,11,199
69,604.29,59,0,0.81,28,11.62,193,0,1,0,0,1,0,0,0,9,178
60,932.59,88,3,0.852,38,11.77,283,0,1,0,0,1,0,0,0,7,171
39,1792.35,59,8,0.922,44,22.85,213,0,1,0,1,0,0,0,0,9,198
20,1814.8,95,4,0.735,10,3.59,112,0,1,0,0,1,0,0,0,9,160
85,1057.98,75,13,1.0,8,0.02,35,0,1,0,1,0,0,0,0,8,196
48,1873.19,86,3,0.818,46,12.55,340,1,0,0,0,0,0,0,1,2,113
86,1214.65,82,10,0.852,36,1.7,90,0,1,0,0,1,0,0,0,6,185
81,400.37,57,12,1.0,19,3.39,162,1,0,0,0,1,0,0,0,10,129
72,741.47,98,9,0.531,28,17.29,186,0,1,0,0,0,0,0,1,4,188
73,2253.5,77,0,0.468,5,15.05,97,0,0,1,0,0,0,0,1,6,298
70,867.66,97,8,0.908,24,6.44,215,0,1,0,0,0,1,0,0,11,174
63,637.11,85,7,0.851,7,1.1,139,0,1,0,0,0,1,0,0,4,180
82,1832.62,89,2,1.0,20,3.54,343,1,0,0,0,0,0,1,0,2,119
67,1325.48,74,8,0.681,2,6.45,209,0,1,0,0,0,0,0,1,10,199
94,2072.84,85,0,0.923,43,14.62,176,1,0,0,0,0,0,1,0,7,123
65,2209.03,62,14,0.796,10,41.81,47,0,1,0,1,0,0,0,0,11,199
43,2176.58,56,3,0.992,18,9.82,316,1,0,0,0,0,1,0,0,9,129
40,1057.32,50,4,0.522,34,0.55,30,1,0,0,0,0,0,0,1,5,121
61,1461.65,58,3,0.81,14,2.5,35,0,0,1,1,0,0,0,0,4,277
85,1765.3,77,3,0.959,10,3.0,66,1,0,0,0,1,0,0,0,7,129
10,1076.16,85,8,0.731,38,10.06,287,0,0,1,0,0,0,0,1,5,264
64,486.31,95,14,0.842,32,0.19,87,0,0,1,0,1,0,0,0,10,266
31,1440.9,79,4,0.857,3,7.06,264,0,1,0,1,0,0,0,0,11,171
49,426.92,58,0,0.9,48,54.54,329,0,0,1,0,0,1,0,0,12,278
10,2396.36,79,13,0.687,8,14.64,329,0,0,1,0,0,0,0,1,8,305
74,2073.04,84,6,0.777,9,14.67,312,1,0,0,1,0,0,0,0,2,129
72,803.22,96,5,0.924,11,13.68,66,0,1,0,1,0,0,0,0,4,169
63,1003.9,76,14,0.962,16,11.5,149,0,1,0,0,1,0,0,0,4,188
51,2463.96,78,8,0.876,34,3.54,124,0,1,0,0,0,1,0,0,11,171
30,1184.45,54,3,0.799,24,15.27,187,0,1,0,0,0,1,0,0,11,165
88,2045.82,50,13,0.864,31,10.38,117,0,1,0,0,1,0,0,0,7,199
90,1338.31,92,9,0.976,5,2.6,94,0,0,1,0,0,0,0,1,1,282
31,2214.6,54,5,0.88,33,38.63,172,0,0,1,0,0,1,0,0,10,280
47,1877.88,78,9,0.673,30,41.68,309,0,0,1,0,1,0,0,0,3,298
89,448.11,66,6,0.681,30,4.68,146,0,1,0,0,1,0,0,0,12,199
17,1018.22,98,3,0.855,15,13.99,40,0,1,0,0,0,0,1,0,8,159
71,1571.78,86,11,0.601,39,11.44,141,0,0,1,0,0,0,0,1,12,289
